DATASET,YEAR,GEOGRAPHY_CODE,SUB_ICB_LOC_CODE,SUB_ICB_LOC_NAME,INDICATOR,SEX,AGE_BAND,VALUE
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB080,F,25 to 34,13
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB080,F,35 to 44,6
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB080,F,45 to 49,8
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB080,F,50 to 54,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB080,F,55 to 59,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB080,F,60 to 64,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB080,F,65 to 69,5
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB080,F,70 to 74,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB080,F,75 and over,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB080,M,14 to 17,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB080,M,18 to 24,19
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB080,M,25 to 34,25
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB080,M,35 to 44,12
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB080,M,45 to 49,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB080,M,50 to 54,8
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB080,M,55 to 59,6
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB080,M,60 to 64,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB080,M,65 to 69,6
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB080,M,70 to 74,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB080,M,75 and over,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB081,F,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB081,F,10 to 17,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB081,F,18 to 24,5
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB081,F,25 to 34,14
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB081,F,35 to 44,10
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB081,F,45 to 54,17
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB081,F,55 to 64,11
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB081,F,65 to 74,10
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB081,F,75 and over,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB081,M,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB081,M,10 to 17,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB081,M,18 to 24,10
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB081,M,25 to 34,30
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB081,M,35 to 44,18
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB081,M,45 to 54,23
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB081,M,55 to 64,34
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB081,M,65 to 74,19
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB081,M,75 and over,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB082,F,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB082,F,10 to 17,24
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB082,F,18 to 24,77
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB082,F,25 to 34,159
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB082,F,35 to 44,184
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB082,F,45 to 54,230
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB082,F,55 to 64,208
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB082,F,65 to 74,165
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB082,F,75 and over,245
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB082,M,0 to 9,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB082,M,10 to 17,24
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB082,M,18 to 24,67
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB082,M,25 to 34,162
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB082,M,35 to 44,207
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB082,M,45 to 54,245
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB082,M,55 to 64,201
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB082,M,65 to 74,126
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB082,M,75 and over,111
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB083,F,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB083,F,10 to 17,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB083,F,18 to 24,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB083,F,25 to 34,10
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB083,F,35 to 44,6
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB083,F,45 to 54,11
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB083,F,55 to 64,9
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB083,F,65 to 74,5
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB083,F,75 and over,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB083,M,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB083,M,10 to 17,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB083,M,18 to 24,12
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB083,M,25 to 34,13
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB083,M,35 to 44,10
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB083,M,45 to 54,8
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB083,M,55 to 64,18
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB083,M,65 to 74,8
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB083,M,75 and over,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB084,F,0 to 9,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB084,F,10 to 17,14
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB084,F,18 to 24,139
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB084,F,25 to 34,459
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB084,F,35 to 44,688
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB084,F,45 to 54,992
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB084,F,55 to 64,917
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB084,F,65 to 74,914
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB084,F,75 and over,1064
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB084,M,0 to 9,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB084,M,10 to 17,7
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB084,M,18 to 24,95
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB084,M,25 to 34,332
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB084,M,35 to 44,444
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB084,M,45 to 54,605
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB084,M,55 to 64,526
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB084,M,65 to 74,533
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB084,M,75 and over,539
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB085,F,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB085,F,10 to 17,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB085,F,18 to 24,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB085,F,25 to 34,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB085,F,35 to 44,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB085,F,45 to 54,13
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB085,F,55 to 64,6
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB085,F,65 to 74,6
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB085,F,75 and over,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB085,M,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB085,M,10 to 17,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB085,M,18 to 24,5
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB085,M,25 to 34,9
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB085,M,35 to 44,9
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB085,M,45 to 54,6
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB085,M,55 to 64,16
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB085,M,65 to 74,5
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB085,M,75 and over,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB086,F,0 to 9,9
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB086,F,10 to 17,26
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB086,F,18 to 24,99
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB086,F,25 to 34,335
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB086,F,35 to 44,559
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB086,F,45 to 54,1083
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB086,F,55 to 64,1000
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB086,F,65 to 74,929
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB086,F,75 and over,978
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB086,M,0 to 9,10
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB086,M,10 to 17,32
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB086,M,18 to 24,58
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB086,M,25 to 34,159
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB086,M,35 to 44,362
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB086,M,45 to 54,644
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB086,M,55 to 64,714
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB086,M,65 to 74,702
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB086,M,75 and over,590
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB087,F,0 to 9,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB087,F,10 to 17,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB087,F,18 to 24,10
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB087,F,25 to 34,13
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB087,F,35 to 44,12
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB087,F,45 to 54,16
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB087,F,55 to 64,12
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB087,F,65 to 74,11
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB087,F,75 and over,6
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB087,M,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB087,M,10 to 17,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB087,M,18 to 24,11
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB087,M,25 to 34,20
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB087,M,35 to 44,16
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB087,M,45 to 54,10
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB087,M,55 to 64,20
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB087,M,65 to 74,12
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB087,M,75 and over,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB088,F,0 to 9,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB088,F,10 to 17,109
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB088,F,18 to 24,652
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB088,F,25 to 34,1127
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB088,F,35 to 44,1280
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB088,F,45 to 54,1893
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB088,F,55 to 64,1877
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000089,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,LDOB088,F,65 to 74,1828
