DATASET,YEAR,CCG_ONS_CODE,CCG_ODS_CODE,CCG_NAME,INDICATOR,SEX,AGE_BAND,VALUE
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB010,M,18 to 24,380
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB010,M,25 to 34,122
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB010,M,35 to 44,53
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB010,M,45 to 54,65
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB010,M,55 to 64,72
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB010,M,65 to 74,87
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB010,M,75 and over,123
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB011,F,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB011,F,10 to 17,8
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB011,F,18 to 24,14
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB011,F,25 to 34,31
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB011,F,35 to 44,21
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB011,F,45 to 54,18
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB011,F,55 to 64,18
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB011,F,65 to 74,14
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB011,F,75 and over,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB011,M,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB011,M,10 to 17,5
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB011,M,18 to 24,40
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB011,M,25 to 34,47
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB011,M,35 to 44,28
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB011,M,45 to 54,31
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB011,M,55 to 64,25
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB011,M,65 to 74,15
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB011,M,75 and over,6
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB012,F,0 to 9,114
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB012,F,10 to 17,918
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB012,F,18 to 24,6769
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB012,F,25 to 34,3565
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB012,F,35 to 44,2429
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB012,F,45 to 54,2605
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB012,F,55 to 64,2349
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB012,F,65 to 74,2524
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB012,F,75 and over,3168
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB012,M,0 to 9,113
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB012,M,10 to 17,523
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB012,M,18 to 24,3170
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB012,M,25 to 34,1514
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB012,M,35 to 44,1203
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB012,M,45 to 54,1412
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB012,M,55 to 64,1527
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB012,M,65 to 74,1993
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB012,M,75 and over,2276
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB013,F,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB013,F,10 to 17,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB013,F,18 to 24,16
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB013,F,25 to 34,30
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB013,F,35 to 44,14
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB013,F,45 to 54,31
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB013,F,55 to 64,10
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB013,F,65 to 74,9
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB013,F,75 and over,6
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB013,M,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB013,M,10 to 17,5
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB013,M,18 to 24,18
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB013,M,25 to 34,52
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB013,M,35 to 44,33
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB013,M,45 to 54,45
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB013,M,55 to 64,27
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB013,M,65 to 74,18
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB013,M,75 and over,8
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB014,F,0 to 9,14
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB014,F,10 to 17,255
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB014,F,18 to 24,1596
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB014,F,25 to 34,1771
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB014,F,35 to 44,1671
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB014,F,45 to 54,2346
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB014,F,55 to 64,2572
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB014,F,65 to 74,3237
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB014,F,75 and over,3173
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB014,M,0 to 9,16
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB014,M,10 to 17,128
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB014,M,18 to 24,906
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB014,M,25 to 34,1171
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB014,M,35 to 44,1433
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB014,M,45 to 54,2459
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB014,M,55 to 64,3191
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB014,M,65 to 74,4271
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB014,M,75 and over,3595
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB015,F,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB015,F,10 to 17,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB015,F,18 to 24,20
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB015,F,25 to 34,71
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB015,F,35 to 44,30
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB015,F,45 to 54,52
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB015,F,55 to 64,49
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB015,F,65 to 74,16
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB015,F,75 and over,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB015,M,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB015,M,10 to 17,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB015,M,18 to 24,15
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB015,M,25 to 34,44
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB015,M,35 to 44,36
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB015,M,45 to 54,58
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB015,M,55 to 64,38
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB015,M,65 to 74,21
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB015,M,75 and over,5
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB016,F,0 to 9,32
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB016,F,10 to 17,184
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB016,F,18 to 24,1162
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB016,F,25 to 34,2036
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB016,F,35 to 44,2070
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB016,F,45 to 54,3062
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB016,F,55 to 64,3131
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB016,F,65 to 74,3524
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB016,F,75 and over,2555
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB016,M,0 to 9,28
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB016,M,10 to 17,81
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB016,M,18 to 24,399
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB016,M,25 to 34,820
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB016,M,35 to 44,1292
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB016,M,45 to 54,2683
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB016,M,55 to 64,3257
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB016,M,65 to 74,3681
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB016,M,75 and over,2042
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB017,F,25 to 34,185
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB017,F,35 to 44,96
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB017,F,45 to 54,126
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB017,F,55 to 64,95
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB018,F,25 to 34,21951
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB018,F,35 to 44,19917
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB018,F,45 to 54,22558
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB018,F,55 to 64,18892
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB019,F,25 to 34,65
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB019,F,35 to 44,44
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB019,F,45 to 54,46
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB019,F,55 to 64,34
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB020,F,25 to 34,14906
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB020,F,35 to 44,14842
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB020,F,45 to 54,17648
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB020,F,55 to 64,14242
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB021,F,50 to 54,34
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB021,F,55 to 59,45
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB021,F,60 to 64,26
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB021,F,65 to 69,19
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB022,F,50 to 54,8818
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB022,F,55 to 59,9270
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB022,F,60 to 64,8588
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB022,F,65 to 69,9101
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB025,F,0 to 9,6
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB025,F,10 to 17,18
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB025,F,18 to 24,76
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB025,F,25 to 34,177
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB025,F,35 to 44,92
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB025,F,45 to 54,132
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB025,F,55 to 64,102
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB025,F,65 to 74,58
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB025,F,75 and over,24
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB025,M,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB025,M,10 to 17,27
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB025,M,18 to 24,99
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB025,M,25 to 34,198
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB025,M,35 to 44,139
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB025,M,45 to 54,184
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB025,M,55 to 64,111
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB025,M,65 to 74,77
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB025,M,75 and over,29
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB026,F,0 to 9,222
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB026,F,10 to 17,3485
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB026,F,18 to 24,16200
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB026,F,25 to 34,17728
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB026,F,35 to 44,16419
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB026,F,45 to 54,21866
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB026,F,55 to 64,20602
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB026,F,65 to 74,20670
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB026,F,75 and over,20142
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB026,M,0 to 9,266
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB026,M,10 to 17,1923
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB026,M,18 to 24,6089
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB026,M,25 to 34,8679
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB026,M,35 to 44,10863
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB026,M,45 to 54,18788
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB026,M,55 to 64,18818
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB026,M,65 to 74,19596
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB026,M,75 and over,14959
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB027,F,0 to 9,5
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB027,F,10 to 17,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB027,F,18 to 24,5
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB027,F,25 to 34,10
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB027,F,35 to 44,6
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB027,F,45 to 54,6
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB027,F,55 to 64,10
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB027,F,65 to 74,11
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB027,F,75 and over,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB027,M,0 to 9,7
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB027,M,10 to 17,8
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB027,M,18 to 24,9
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB027,M,25 to 34,13
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB027,M,35 to 44,12
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000230,15N,NHS Devon CCG,LDOB027,M,45 to 54,21
