DATASET,YEAR,CCG_ONS_CODE,CCG_ODS_CODE,CCG_NAME,INDICATOR,SEX,AGE_BAND,VALUE
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB052,F,45 to 54,968
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB052,F,55 to 64,1387
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB052,F,65 to 74,1378
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB052,F,75 and over,1556
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB052,M,0 to 9,6
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB052,M,10 to 17,22
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB052,M,18 to 24,46
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB052,M,25 to 34,171
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB052,M,35 to 44,603
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB052,M,45 to 54,1315
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB052,M,55 to 64,1796
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB052,M,65 to 74,1693
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB052,M,75 and over,1389
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB055,F,0 to 9,8
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB055,F,10 to 17,7
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB055,F,18 to 24,10
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB055,F,25 to 34,18
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB055,F,35 to 44,17
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB055,F,45 to 54,16
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB055,F,55 to 64,13
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB055,F,65 to 74,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB055,F,75 and over,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB055,M,0 to 9,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB055,M,10 to 17,5
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB055,M,18 to 24,20
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB055,M,25 to 34,22
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB055,M,35 to 44,25
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB055,M,45 to 54,32
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB055,M,55 to 64,11
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB055,M,65 to 74,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB055,M,75 and over,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB056,F,0 to 9,30
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB056,F,10 to 17,40
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB056,F,18 to 24,35
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB056,F,25 to 34,98
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB056,F,35 to 44,141
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB056,F,45 to 54,179
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB056,F,55 to 64,130
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB056,F,65 to 74,112
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB056,F,75 and over,91
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB056,M,0 to 9,42
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB056,M,10 to 17,48
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB056,M,18 to 24,57
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB056,M,25 to 34,98
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB056,M,35 to 44,138
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB056,M,45 to 54,158
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB056,M,55 to 64,135
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB056,M,65 to 74,120
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB056,M,75 and over,70
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB057,F,0 to 9,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB057,F,10 to 17,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB057,F,18 to 24,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB057,F,25 to 34,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB057,F,35 to 44,5
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB057,F,45 to 54,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB057,F,55 to 64,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB057,F,65 to 74,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB057,F,75 and over,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB057,M,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB057,M,10 to 17,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB057,M,18 to 24,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB057,M,25 to 34,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB057,M,35 to 44,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB057,M,45 to 54,7
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB057,M,55 to 64,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB057,M,65 to 74,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB057,M,75 and over,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB058,F,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB058,F,10 to 17,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB058,F,18 to 24,6
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB058,F,25 to 34,12
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB058,F,35 to 44,13
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB058,F,45 to 54,22
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB058,F,55 to 64,14
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB058,F,65 to 74,11
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB058,F,75 and over,9
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB058,M,0 to 9,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB058,M,10 to 17,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB058,M,18 to 24,9
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB058,M,25 to 34,17
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB058,M,35 to 44,22
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB058,M,45 to 54,23
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB058,M,55 to 64,17
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB058,M,65 to 74,18
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB058,M,75 and over,5
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB059,F,0 to 9,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB059,F,10 to 17,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB059,F,18 to 24,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB059,F,25 to 34,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB059,F,35 to 44,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB059,F,45 to 54,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB059,F,55 to 64,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB059,F,65 to 74,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB059,F,75 and over,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB059,M,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB059,M,10 to 17,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB059,M,18 to 24,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB059,M,25 to 34,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB059,M,35 to 44,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB059,M,45 to 54,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB059,M,55 to 64,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB059,M,65 to 74,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB059,M,75 and over,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB060,F,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB060,F,10 to 17,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB060,F,18 to 24,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB060,F,25 to 34,5
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB060,F,35 to 44,8
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB060,F,45 to 54,11
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB060,F,55 to 64,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB060,F,65 to 74,5
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB060,F,75 and over,6
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB060,M,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB060,M,10 to 17,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB060,M,18 to 24,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB060,M,25 to 34,9
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB060,M,35 to 44,12
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB060,M,45 to 54,12
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB060,M,55 to 64,9
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB060,M,65 to 74,12
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB060,M,75 and over,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB061,F,0 to 9,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB061,F,10 to 17,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB061,F,18 to 24,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB061,F,25 to 34,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB061,F,35 to 44,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB061,F,45 to 54,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB061,F,55 to 64,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB061,F,65 to 74,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB061,F,75 and over,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB061,M,0 to 9,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB061,M,10 to 17,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB061,M,18 to 24,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB061,M,25 to 34,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB061,M,35 to 44,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB061,M,45 to 54,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB061,M,55 to 64,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB061,M,65 to 74,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB061,M,75 and over,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB062,F,0 to 9,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB062,F,10 to 17,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB062,F,18 to 24,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB062,F,25 to 34,9
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB062,F,35 to 44,19
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB062,F,45 to 54,41
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB062,F,55 to 64,72
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB062,F,65 to 74,168
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB062,F,75 and over,520
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB062,M,0 to 9,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB062,M,10 to 17,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB062,M,18 to 24,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB062,M,25 to 34,12
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB062,M,35 to 44,31
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB062,M,45 to 54,90
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB062,M,55 to 64,210
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB062,M,65 to 74,295
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB062,M,75 and over,511
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB063,F,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB063,F,10 to 17,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB063,F,18 to 24,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB063,F,25 to 34,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB063,F,35 to 44,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB063,F,45 to 54,8
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB063,F,55 to 64,17
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB063,F,65 to 74,15
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB063,F,75 and over,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB063,M,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB063,M,10 to 17,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB063,M,18 to 24,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB063,M,25 to 34,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB063,M,35 to 44,10
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB063,M,45 to 54,19
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB063,M,55 to 64,18
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB063,M,65 to 74,5
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB063,M,75 and over,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB064,F,0 to 9,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB064,F,10 to 17,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB064,F,18 to 24,16
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB064,F,25 to 34,165
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB064,F,35 to 44,696
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB064,F,45 to 54,1890
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB064,F,55 to 64,3102
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB064,F,65 to 74,4044
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB064,F,75 and over,4992
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000135,00Y,NHS Oldham CCG,LDOB064,M,0 to 9,3
