DATASET,YEAR,GEOGRAPHY_CODE,SUB_ICB_LOC_CODE,SUB_ICB_LOC_NAME,INDICATOR,SEX,AGE_BAND,VALUE
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB016,M,75 and over,584
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB017,F,25 to 34,58
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB017,F,35 to 44,51
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB017,F,45 to 54,66
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB017,F,55 to 64,55
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB018,F,25 to 34,10324
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB018,F,35 to 44,8139
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB018,F,45 to 54,7884
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB018,F,55 to 64,6707
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB019,F,25 to 34,14
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB019,F,35 to 44,13
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB019,F,45 to 54,19
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB019,F,55 to 64,11
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB020,F,25 to 34,7600
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB020,F,35 to 44,5946
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB020,F,45 to 54,5890
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB020,F,55 to 64,4856
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB021,F,50 to 54,16
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB021,F,55 to 59,19
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB021,F,60 to 64,9
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB021,F,65 to 69,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB022,F,50 to 54,2338
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB022,F,55 to 59,2823
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB022,F,60 to 64,2407
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB022,F,65 to 69,1890
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB025,F,0 to 9,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB025,F,10 to 17,9
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB025,F,18 to 24,31
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB025,F,25 to 34,56
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB025,F,35 to 44,51
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB025,F,45 to 54,66
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB025,F,55 to 64,57
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB025,F,65 to 74,36
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB025,F,75 and over,15
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB025,M,0 to 9,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB025,M,10 to 17,19
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB025,M,18 to 24,63
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB025,M,25 to 34,97
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB025,M,35 to 44,68
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB025,M,45 to 54,69
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB025,M,55 to 64,92
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB025,M,65 to 74,40
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB025,M,75 and over,16
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB026,F,0 to 9,221
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB026,F,10 to 17,1710
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB026,F,18 to 24,4430
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB026,F,25 to 34,9241
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB026,F,35 to 44,7226
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB026,F,45 to 54,8096
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB026,F,55 to 64,7633
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB026,F,65 to 74,5201
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB026,F,75 and over,5124
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB026,M,0 to 9,239
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB026,M,10 to 17,1135
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB026,M,18 to 24,2196
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB026,M,25 to 34,5019
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB026,M,35 to 44,5047
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB026,M,45 to 54,7210
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB026,M,55 to 64,7302
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB026,M,65 to 74,4762
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB026,M,75 and over,3572
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB027,F,0 to 9,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB027,F,10 to 17,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB027,F,18 to 24,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB027,F,25 to 34,5
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB027,F,35 to 44,6
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB027,F,45 to 54,12
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB027,F,55 to 64,7
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB027,F,65 to 74,6
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB027,F,75 and over,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB027,M,0 to 9,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB027,M,10 to 17,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB027,M,18 to 24,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB027,M,25 to 34,9
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB027,M,35 to 44,11
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB027,M,45 to 54,7
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB027,M,55 to 64,12
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB027,M,65 to 74,5
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB027,M,75 and over,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB028,F,0 to 9,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB028,F,10 to 17,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB028,F,18 to 24,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB028,F,25 to 34,8
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB028,F,35 to 44,6
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB028,F,45 to 54,13
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB028,F,55 to 64,11
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB028,F,65 to 74,8
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB028,F,75 and over,7
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB028,M,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB028,M,10 to 17,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB028,M,18 to 24,5
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB028,M,25 to 34,7
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB028,M,35 to 44,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB028,M,45 to 54,9
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB028,M,55 to 64,5
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB028,M,65 to 74,7
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB028,M,75 and over,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB029,F,0 to 9,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB029,F,10 to 17,5
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB029,F,18 to 24,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB029,F,25 to 34,8
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB029,F,35 to 44,7
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB029,F,45 to 54,21
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB029,F,55 to 64,17
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB029,F,65 to 74,12
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB029,F,75 and over,9
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB029,M,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB029,M,10 to 17,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB029,M,18 to 24,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB029,M,25 to 34,5
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB029,M,35 to 44,8
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB029,M,45 to 54,13
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB029,M,55 to 64,14
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB029,M,65 to 74,14
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB029,M,75 and over,6
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB030,F,0 to 9,9
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB030,F,10 to 17,8
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB030,F,18 to 24,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB030,F,25 to 34,5
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB030,F,35 to 44,7
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB030,F,45 to 54,9
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB030,F,55 to 64,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB030,F,65 to 74,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB030,F,75 and over,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB030,M,0 to 9,13
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB030,M,10 to 17,10
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB030,M,18 to 24,6
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB030,M,25 to 34,9
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB030,M,35 to 44,8
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB030,M,45 to 54,12
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB030,M,55 to 64,10
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB030,M,65 to 74,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB030,M,75 and over,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB031,F,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB031,F,10 to 17,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB031,F,18 to 24,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB031,F,25 to 34,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB031,F,35 to 44,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB031,F,45 to 54,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB031,F,55 to 64,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB031,F,65 to 74,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB031,F,75 and over,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB031,M,0 to 9,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB031,M,10 to 17,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB031,M,18 to 24,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB031,M,25 to 34,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB031,M,35 to 44,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB031,M,45 to 54,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB031,M,55 to 64,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB031,M,65 to 74,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB031,M,75 and over,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB032,F,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB032,F,10 to 17,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB032,F,18 to 24,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB032,F,25 to 34,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB032,F,35 to 44,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB032,F,45 to 54,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB032,F,55 to 64,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB032,F,65 to 74,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB032,F,75 and over,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB032,M,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB032,M,10 to 17,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000091,01J,NHS Cheshire and Merseyside ICB - 01J,LDOB032,M,18 to 24,0
